sa2_name_2011,date,Room nights occupied (no.),Room nights available (no.),Room occupancy rate (%),Guest nights occupied (no.),Guest nights available (no.),Bed occupancy rate (%),Takings from accommodation ($),Average takings per room night occupied ($),Average takings per room night available ($)
Exmouth,2015-12-01,8288,14694,56.4,15304,46407,33,1247113,150.47,84.87
Geraldton,2015-12-01,6967,15221,45.8,11720,47492,24.7,1284007,184.31,84.36
Geraldton - South,2015-12-01,,,,,,,,,
Irwin,2015-12-01,,,,,,,,,
Morawa,2015-12-01,,,,,,,,,
Northampton - Mullewa - Greenough,2015-12-01,,,,,,,,,
Gingin - Dandaragan,2015-12-01,1269,3038,41.8,2436,8618,28.3,183531,144.63,60.41
Waroona,2016-01-01,,,,,,,,,
Halls Head - Erskine,2016-01-01,,,,,,,,,
Mandurah,2016-01-01,10298,15593,66,24224,57319,42.3,1799187,174.71,115.38
Mandurah - East,2016-01-01,,,,,,,,,
Pinjarra,2016-01-01,,,,,,,,,
Cottesloe,2016-01-01,,,,,,,,,
Nedlands - Dalkeith - Crawley,2016-01-01,,,,,,,,,
Perth City,2016-01-01,136474,193504,70.5,209051,471142,44.4,23464965,171.94,121.26
Subiaco - Shenton Park,2016-01-01,,,,,,,,,
Bayswater - Embleton - Bedford,2016-01-01,,,,,,,,,
Mundaring,2016-01-01,,,,,,,,,
Ellenbrook,2016-01-01,,,,,,,,,
Midland - Guildford,2016-01-01,,,,,,,,,
The Vines,2016-01-01,,,,,,,,,
Heathridge - Connolly,2016-01-01,,,,,,,,,
Hillarys,2016-01-01,,,,,,,,,
Sorrento - Marmion,2016-01-01,,,,,,,,,
Scarborough,2016-01-01,13276,16895,78.6,26275,41912,62.7,2570970,193.66,152.17
Trigg - North Beach - Watermans Bay,2016-01-01,,,,,,,,,
Mindarie - Quinns Rocks - Jindalee,2016-01-01,,,,,,,,,
Yanchep,2016-01-01,,,,,,,,,
Armadale - Wungong - Brookdale,2016-01-01,,,,,,,,,
Belmont - Ascot - Redcliffe,2016-01-01,13168,22289,59.1,18605,45136,41.2,2485954,188.79,111.53
Rivervale - Kewdale - Cloverdale,2016-01-01,4893,11284,43.4,8738,32581,26.8,861610,176.09,76.36
Victoria Park - Lathlain - Burswood,2016-01-01,,,,,,,,,
Bentley - Wilson - St James,2016-01-01,,,,,,,,,
Beckenham - Kenwick - Langford,2016-01-01,,,,,,,,,
Como,2016-01-01,4011,6262,64.1,9675,18104,53.4,759539,189.36,121.29
South Perth - Kensington,2016-01-01,3974,6815,58.3,8914,23192,38.4,774896,194.99,113.7
Henderson,2016-01-01,,,,,,,,,
East Fremantle,2016-01-01,,,,,,,,,
Fremantle,2016-01-01,15530,20348,76.3,29219,48694,60,3306907,212.93,162.52
Booragoon,2016-01-01,,,,,,,,,
Baldivis,2016-01-01,,,,,,,,,
Rockingham,2016-01-01,3144,6076,51.7,4519,16430,27.5,569320,181.08,93.7
Chittering,2016-01-01,,,,,,,,,
Northam,2016-01-01,,,,,,,,,
Toodyay,2016-01-01,,,,,,,,,
York - Beverley,2016-01-01,,,,,,,,,
Esperance,2016-01-01,5368,7347,73.1,10195,22568,45.2,875196,163.04,119.12
Esperance Region,2016-01-01,,,,,,,,,
Kalgoorlie,2016-01-01,10492,27962,37.5,13520,67952,19.9,1396750,133.13,49.95
Kambalda - Coolgardie - Norseman,2016-01-01,3842,7626,50.4,6102,21328,28.6,463912,120.76,60.83
Leinster - Leonora,2016-01-01,854,2976,28.7,872,5580,15.6,100074,117.18,33.63
Meekatharra,2016-01-01,,,,,,,,,
Merredin,2016-01-01,,,,,,,,,
Moora,2016-01-01,960,2635,36.4,1119,6014,18.6,96409,100.43,36.59
Mukinbudin,2016-01-01,,,,,,,,,
Kulin,2016-01-01,,,,,,,,,
Narrogin,2016-01-01,,,,,,,,,
Wagin,2016-01-01,,,,,,,,,
Augusta,2016-01-01,1027,2914,35.3,2103,7874,26.7,161010,156.72,55.25
Busselton,2016-01-01,17119,23808,71.9,42454,87079,48.8,3632416,212.19,152.57
Busselton Region,2016-01-01,7441,8990,82.8,20756,41881,49.6,2395045,321.87,266.41
Margaret River,2016-01-01,6976,10540,66.2,15403,28861,53.4,1396357,200.17,132.48
Bunbury,2016-01-01,11657,17174,67.9,20331,45787,44.4,1761933,151.15,102.59
Collie,2016-01-01,787,3131,25.1,1508,7471,20.2,75398,95.8,24.08
Eaton - Pelican Point,2016-01-01,,,,,,,,,
Harvey,2016-01-01,,,,,,,,,
Bridgetown - Boyup Brook,2016-01-01,,,,,,,,,
Donnybrook - Balingup,2016-01-01,,,,,,,,,
Manjimup,2016-01-01,,,,,,,,,
Pemberton,2016-01-01,3151,7378,42.7,7295,20708,35.2,456065,144.73,61.81
Albany,2016-01-01,9612,14601,65.8,20074,42966,46.7,1499964,156.05,102.73
Denmark,2016-01-01,1560,2015,77.4,2838,6076,46.7,121968,78.16,60.53
Gnowangerup,2016-01-01,,,,,,,,,
Katanning,2016-01-01,,,,,,,,,
Kojonup,2016-01-01,,,,,,,,,
McKail - Willyung,2016-01-01,,,,,,,,,
Plantagenet,2016-01-01,,,,,,,,,
Broome,2016-01-01,14585,39649,36.8,27229,113553,24,2464863,169,62.17
Derby - West Kimberley,2016-01-01,520,5729,9.1,660,14299,4.6,99502,191.35,17.37
Halls Creek,2016-01-01,,,,,,,,,
Kununurra,2016-01-01,1808,12338,14.7,2490,31186,8,236600,130.86,19.18
Roebuck,2016-01-01,,,,,,,,,
Ashburton (WA),2016-01-01,9056,21514,42.1,9381,37200,25.2,784902,86.67,36.48
East Pilbara,2016-01-01,,,,,,,,,
Karratha,2016-01-01,3717,9889,37.6,4093,20801,19.7,866865,233.22,87.66
Newman,2016-01-01,4490,11377,39.5,4530,19034,23.8,428959,95.54,37.7
Port Hedland,2016-01-01,3674,10588,34.7,5274,19715,26.8,689552,187.69,65.13
Roebourne,2016-01-01,,,,,,,,,
South Hedland,2016-01-01,,,,,,,,,
Carnarvon,2016-01-01,2269,4929,46,5005,16461,30.4,436991,192.59,88.66
Exmouth,2016-01-01,7879,14756,53.4,14938,46593,32.1,1221920,155.08,82.81
Geraldton,2016-01-01,5966,15221,39.2,9886,47492,20.8,948447,158.98,62.31
Geraldton - South,2016-01-01,,,,,,,,,
Irwin,2016-01-01,,,,,,,,,
Morawa,2016-01-01,,,,,,,,,
Northampton - Mullewa - Greenough,2016-01-01,,,,,,,,,
Gingin - Dandaragan,2016-01-01,1550,3038,51,2999,8618,34.8,220860,142.49,72.7
Waroona,2016-02-01,,,,,,,,,
Halls Head - Erskine,2016-02-01,,,,,,,,,
Mandurah,2016-02-01,8329,14569,57.2,17041,53575,31.8,1247353,149.77,85.62
Mandurah - East,2016-02-01,,,,,,,,,
Pinjarra,2016-02-01,,,,,,,,,
Cottesloe,2016-02-01,,,,,,,,,
Nedlands - Dalkeith - Crawley,2016-02-01,,,,,,,,,
