"46270DO002_201617 Land Management and Farming in Australia, 2016�17",,,,,,,
Released at 11:30 am (Canberra time) 26 June 2018,,,,,,,
"Land Management and Farming in Australia, 2016-17 � Australia, States and Territories and NRM regions�2016-17",,,,,,,
,,,,,,,
Region code,Region label,Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"14,859",,9,*
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRSTMCMBAHA_F,Crop stubble and/or trash management - Cool-moderate burn - Total area (ha),600,,2,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRSTMHOBAHA_F,Crop stubble and/or trash management - Hot burn - Total area (ha),100,,1,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRSTMWDRAHA_F,Crop stubble and/or trash management - Windrowed and removed - Total area (ha),"1,025",,1,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRSTMINCSAHA_F,Crop stubble and/or trash management - Incorporated into soil - Total area (ha),522,**,3,**
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"5,000",,5,*
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRSTMRESAHA_F,Crop stubble and/or trash management - Retained standing - Total area (ha),"3,751",,7,*
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"3,700",,5,*
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRSTMOTHAHA_F,Crop stubble and/or trash management - Other practice - Total area (ha),160,,1,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCROPSOWU6AHA_F,Crop management - Crop land sown to pasture for less than six months of the year (ha),856,^,4,**
402406,Alinytjara Wilurara and South Australian Arid Lands,LMCRROTAHALT6_F,Crop management - Crop land sown to pasture for six months or more of the year (ha),"1,804",**,4,**
402406,Alinytjara Wilurara and South Australian Arid Lands,LMINTCROPNEW_F,Crop management - Intercropping practices - Total area (ha),"1,606",**,3,**
402406,Alinytjara Wilurara and South Australian Arid Lands,LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"1,606",**,3,**
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSOILENHAHA_F,Soil management - Soil enhancer use - All soil enhancers - Area applied to (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSOILENHATO_F,Soil management - Soil enhancer use - All soil enhancers - Weight applied (t),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSOILENHAHALM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Area applied to (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSOILENHATOLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Amount applied (t),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSOILENHAHAGY_F,Soil management - Soil enhancer use - Gypsum - Area applied to (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSOILENHATOGY_F,Soil management - Soil enhancer use - Gypsum - Weight applied (t),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSLFERTAHANITRA_F,Fertiliser - Nitrate slow release fertiliser - Area applied to (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSLFERTATONITRA_F,Fertiliser - Nitrate slow release fertiliser - Weight applied (t),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSLFERTAHAURE_F,Fertiliser - Urea slow release fertiliser - Area applied to (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMSLFERTATOURE_F,Fertiliser - Urea slow release fertiliser - Weight applied (t),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEAHASSP_F,Fertiliser - Fertiliser use - Single superphosphate - Area applied to (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEATOSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Weight applied (t),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEAHADTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Area applied to (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEATODTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Weight applied (t),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEAHAURE_F,Fertiliser - Fertiliser use - Urea - Area applied to (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEATOURE_F,Fertiliser - Fertiliser use - Urea - Weight applied (t),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEAHAUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Area applied to (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEALOUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Volume applied (L),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEAHAAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Area applied to (ha),"15,291",^,9,*
402406,Alinytjara Wilurara and South Australian Arid Lands,AGFERTTYPEATOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Weight applied (t),"1,174",*,9,*
402406,Alinytjara Wilurara and South Australian Arid Lands,LMFCROPAHANIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Area fertilised (ha),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMFCROPATONIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Weight applied (t),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMFCROPALTNIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Volume applied (L),np,,np,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMFCROPAHAOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Area fertilised (ha),"9,739",,3,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMFCROPATOOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Weight applied (t),775,,3,
402406,Alinytjara Wilurara and South Australian Arid Lands,LMFCROPALTOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Volume applied (L),np,,np,
403,Eyre Peninsula,AGLANDTOTLAHA_F,Area of holding (ha) (a),"3,869,709",,"1,085",
403,Eyre Peninsula,AGNONPRODAHA_F,Land use - Land not used for agricultural production - Total area (ha),"364,900",,929,
403,Eyre Peninsula,AGNONPROD_AHACON_F,Land use - Land set aside for conservation/protection purposes - Area (ha) (b),"239,290",,593,
403,Eyre Peninsula,AGNONPROD_AHAOTH_F,Land use - Other areas not used for agricultural production - Area (ha) (c),"125,610",^,857,
403,Eyre Peninsula,AGPRODAGLAHA_F,Land use - Land mainly used for agricultural production - Total area (ha),"3,361,645",,"1,065",
403,Eyre Peninsula,AGPROD_AHACRP_F,Land use - Land mainly used for crops - Area (ha) (d),"1,859,608",,964,
403,Eyre Peninsula,AGLANDGRAZEHA_F,Land use - Land mainly used for grazing - Total area (ha) (e),"1,499,070",^,770,
403,Eyre Peninsula,AGPROD_AHAGRI_F,Land use - Land mainly used for grazing - Grazing on improved pastures - Area (ha),"555,546",^,555,
403,Eyre Peninsula,AGPROD_AHAGRO_F,Land use - Land mainly used for grazing - Grazing on other land - Area (ha) (f),"943,525",^,398,
403,Eyre Peninsula,AGPROD_AHACRGR_D,Land use - Land mainly used for cropping and improved pastures - Total area (ha),"2,415,154",,"1,031",
403,Eyre Peninsula,AGPROD_AHAFOR_F,Land use - Land mainly used for forestry - Total area (ha),944,,8,
403,Eyre Peninsula,AGPRODFORPLAAHA_F,Land use - Land mainly used for forestry - Plantation forest - Area (ha),16,**,4,**
403,Eyre Peninsula,AGPRODFORNATAHA_F,Land use - Land mainly used for forestry - Native forest - Area (ha),928,**,8,**
403,Eyre Peninsula,AGPROD_AHAOTH_F,Land use - Land mainly used for other agricultural purposes - Area (ha) (g),"2,022",*,68,^
403,Eyre Peninsula,AGLANDLSAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land sold (ha),"57,837",*,np,
403,Eyre Peninsula,AGLANDLLVAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land leased out or vacated (ha),"70,463",*,51,*
403,Eyre Peninsula,AGLANDSOLDHA_F,Agricultural land vacated - Land sold during the reference period - Total area (ha),"57,837",*,np,
403,Eyre Peninsula,AGLANDLEAVACHA_F,Agricultural land vacated - Land leased out or vacated during the reference period - Total area (ha),"70,463",*,51,*
403,Eyre Peninsula,LMPAST100ANPAHA_F,Pasture management - Area 100 percent annual pasture - Area (ha),"416,003",^,406,
403,Eyre Peninsula,LMPASTANNPERAHA_F,Pasture management - Area mix of annual and perennial pasture - Area (ha),"169,707",^,112,^
403,Eyre Peninsula,LMPAST100PERAHA_F,Pasture management - Area 100 percent perennial pasture - Area (ha),"25,129",^,40,*
403,Eyre Peninsula,LMLANDCRPPAS_F,Crop and pasture management - Pasture and crop land cultivated - Total area cultivated (ha),"1,355,715",,767,
403,Eyre Peninsula,LMPASTCULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Total area cultivated - Area (ha) (a),"191,959",,281,
403,Eyre Peninsula,LMPASTNOCULPAAHA_F,Crop and pasture management - Pasture land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"152,089",^,229,^
403,Eyre Peninsula,LMPAST1CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - One cultivation - Area (ha),"31,136",*,60,*
403,Eyre Peninsula,LMPAST2CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Two cultivations - Area (ha),"8,734",**,7,**
403,Eyre Peninsula,LMPASTCULTCRAHA_F,Crop and pasture management - Crop land cultivated - Total area cultivated - Area (ha) (a),"1,163,756",,720,
403,Eyre Peninsula,LMPASTNOCULCRAHA_F,Crop and pasture management - Crop land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"996,550",,578,
403,Eyre Peninsula,LMPAST1CULCRAHA_F,Crop and pasture management - Crop land cultivated - One cultivation - Area (ha),"131,945",^,205,^
403,Eyre Peninsula,LMPAST2CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Two cultivations - Area (ha),"28,115",*,50,*
403,Eyre Peninsula,LMPAST3CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Three or more cultivations - Area (ha),"7,147",**,16,**
403,Eyre Peninsula,LMCULTNUMAHA0_F,Crop and pasture management - Pasture and crop land cultivated - No cultivation (apart from sowing or planting) - Total area (ha),"1,148,638",,608,
403,Eyre Peninsula,LMCULTNUMAHA1_F,Crop and pasture management - Pasture and crop land cultivated - One cultivation - Total area (ha),"163,081",^,242,^
403,Eyre Peninsula,LMCULTNUMAHA2_F,Crop and pasture management - Pasture and crop land cultivated - Two cultivations - Total area (ha),"36,849",*,50,*
403,Eyre Peninsula,LMCULTNUMAHA3_F,Crop and pasture management - Pasture and crop land cultivated - Three or more cultivations - Total area (ha),"7,147",**,16,**
403,Eyre Peninsula,LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"1,292,663",,788,
403,Eyre Peninsula,LMCRSTMCMBAHA_F,Crop stubble and/or trash management - Cool-moderate burn - Total area (ha),"60,397",^,194,^
403,Eyre Peninsula,LMCRSTMHOBAHA_F,Crop stubble and/or trash management - Hot burn - Total area (ha),"62,364",*,133,^
403,Eyre Peninsula,LMCRSTMWDLAHA_F,Crop stubble and/or trash management - Windrowed and left - Total area (ha),"9,052",**,29,*
403,Eyre Peninsula,LMCRSTMWDRAHA_F,Crop stubble and/or trash management - Windrowed and removed - Total area (ha),"54,399",^,89,^
403,Eyre Peninsula,LMCRSTMINCSAHA_F,Crop stubble and/or trash management - Incorporated into soil - Total area (ha),"82,788",^,102,^
403,Eyre Peninsula,LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"409,309",^,284,^
403,Eyre Peninsula,LMCRSTMRESAHA_F,Crop stubble and/or trash management - Retained standing - Total area (ha),"265,597",^,209,^
403,Eyre Peninsula,LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"315,363",^,317,
403,Eyre Peninsula,LMCRSTMOTHAHA_F,Crop stubble and/or trash management - Other practice - Total area (ha),"33,394",^,28,*
403,Eyre Peninsula,LMCROPSOWU6AHA_F,Crop management - Crop land sown to pasture for less than six months of the year (ha),"31,860",*,106,^
403,Eyre Peninsula,LMCRROTAHALT6_F,Crop management - Crop land sown to pasture for six months or more of the year (ha),"33,178",^,101,^
403,Eyre Peninsula,LMINTCROPNEW_F,Crop management - Intercropping practices - Total area (ha),"24,153",*,45,*
403,Eyre Peninsula,LMINTCROPAHAMS_F,Crop management - Intercropping practices - Mixed inter-row/strip cropping - Area (ha),"6,874",**,10,**
403,Eyre Peninsula,LMINTCROPAHACO_F,Crop management - Intercropping practices - Cover cropping - Area (ha),590,^,8,*
403,Eyre Peninsula,LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"9,315",**,14,*
403,Eyre Peninsula,LMINTCROPAHAOT_F,Crop management - Intercropping practices - Other intercropping practices - Area (ha),"7,375",**,12,**
403,Eyre Peninsula,LMSOILENHAHA_F,Soil management - Soil enhancer use - All soil enhancers - Area applied to (ha),"92,248",^,250,^
403,Eyre Peninsula,LMSOILENHATO_F,Soil management - Soil enhancer use - All soil enhancers - Weight applied (t),"100,362",^,248,^
403,Eyre Peninsula,LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,,np,
403,Eyre Peninsula,LMSOILENHAHACO_F,Soil management - Soil enhancer use - Compost - Area applied to (ha),np,,np,
403,Eyre Peninsula,LMSOILENHATOCO_F,Soil management - Soil enhancer use - Compost - Weight applied (t),np,,np,
403,Eyre Peninsula,LMSOILENHAHAGM_F,Soil management - Soil enhancer use - Green manure - Area applied to (ha),np,,np,
403,Eyre Peninsula,LMSOILENHAHAMU_F,Soil management - Soil enhancer use - Mulch - Area applied to (ha),np,,np,
403,Eyre Peninsula,LMSOILENHATOMU_F,Soil management - Soil enhancer use - Mulch - Weight applied (t),np,,np,
403,Eyre Peninsula,LMSOILENHAHALM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Area applied to (ha),"11,644",^,75,^
403,Eyre Peninsula,LMSOILENHATOLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Amount applied (t),"28,057",^,75,^
403,Eyre Peninsula,LMSOILENHAHAGY_F,Soil management - Soil enhancer use - Gypsum - Area applied to (ha),"75,870",^,187,^
403,Eyre Peninsula,LMSOILENHATOGY_F,Soil management - Soil enhancer use - Gypsum - Weight applied (t),"71,199",^,187,^
403,Eyre Peninsula,LMSOILENHALTGY_F,Soil management - Soil enhancer use - Gypsum - Volume applied (L),np,,np,
403,Eyre Peninsula,LMSOILENHAHAPM_F,Soil management - Soil enhancer use - Poultry manure - Area applied to (ha),np,,np,
403,Eyre Peninsula,LMSOILENHATOPM_F,Soil management - Soil enhancer use - Poultry manure - Weight applied (t),np,,np,
403,Eyre Peninsula,LMSOILENHAHAOT_F,Soil management - Soil enhancer use - Other soil enhancers - Area applied to (ha) (h),np,,np,
403,Eyre Peninsula,LMSOILENHATOOT_F,Soil management - Soil enhancer use - Other soil enhancers - Weight applied (t) (h),np,,np,
403,Eyre Peninsula,LMFINHIBAHA_F,Fertiliser - Fertiliser containing nitrification inhibitor - Area applied to (ha),"17,770",**,np,
403,Eyre Peninsula,LMFINHIBATO_F,Fertiliser - Fertiliser containing nitrification inhibitor - Amount applied (t),"1,279",**,np,
403,Eyre Peninsula,LMSLFERTAHANITRA_F,Fertiliser - Nitrate slow release fertiliser - Area applied to (ha),"66,153",^,np,
403,Eyre Peninsula,LMSLFERTATONITRA_F,Fertiliser - Nitrate slow release fertiliser - Weight applied (t),"3,939",^,np,
403,Eyre Peninsula,LMSLFERTAHAURE_F,Fertiliser - Urea slow release fertiliser - Area applied to (ha),"96,717",^,62,^
403,Eyre Peninsula,LMSLFERTATOURE_F,Fertiliser - Urea slow release fertiliser - Weight applied (t),"8,237",^,62,^
403,Eyre Peninsula,LMSLFERTAHAOT_F,Fertiliser - Other slow release fertiliser - Area applied to (ha),"46,919",*,28,*
403,Eyre Peninsula,LMSLFERTATOOT_F,Fertiliser - Other slow release fertiliser - Weight applied (t),"3,063",*,28,*
403,Eyre Peninsula,AGFERTTYPEAHASSP_F,Fertiliser - Fertiliser use - Single superphosphate - Area applied to (ha),np,,88,^
403,Eyre Peninsula,AGFERTTYPEATOSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Weight applied (t),np,,82,^
403,Eyre Peninsula,AGFERTTYPELTRSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Volume applied (L),np,,np,
403,Eyre Peninsula,AGFERTTYPEAHADTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Area applied to (ha),"97,895",^,106,^
403,Eyre Peninsula,AGFERTTYPEATODTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Weight applied (t),"6,406",^,106,^
403,Eyre Peninsula,AGFERTTYPEAHAOPB_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Area applied to (ha),"144,682",^,81,^
403,Eyre Peninsula,AGFERTTYPEATOOPH_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Weight applied (t),"6,890",*,60,^
403,Eyre Peninsula,AGFERTTYPELTROPH_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Volume applied (L),np,,20,*
403,Eyre Peninsula,AGFERTTYPEAHAPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Area applied to (ha),np,,np,
403,Eyre Peninsula,AGFERTTYPEATOPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Weight applied (t),np,,np,
403,Eyre Peninsula,AGFERTTYPEAHAURE_F,Fertiliser - Fertiliser use - Urea - Area applied to (ha),"499,756",,456,
403,Eyre Peninsula,AGFERTTYPEATOURE_F,Fertiliser - Fertiliser use - Urea - Weight applied (t),"43,279",^,456,
403,Eyre Peninsula,AGFERTTYPEAHAAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Area applied to (ha),"92,712",^,117,^
403,Eyre Peninsula,AGFERTTYPEATOAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Weight applied (t),"8,340",^,117,^
403,Eyre Peninsula,AGFERTTYPEAHAUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Area applied to (ha),"53,093",^,35,*
403,Eyre Peninsula,AGFERTTYPEALOUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Volume applied (L),"1,047,686",^,35,*
403,Eyre Peninsula,AGFERTTYPEAHAAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Area applied to (ha),"920,659",,603,
403,Eyre Peninsula,AGFERTTYPEATOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Weight applied (t),"63,647",,603,
403,Eyre Peninsula,AGFERTTYPEALOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Volume applied (L),np,,np,
403,Eyre Peninsula,AGFERTTYPEAHAONS_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Area applied to (ha),"96,518",*,47,*
403,Eyre Peninsula,AGFERTTYPEATOONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Weight applied (t),"7,222",*,47,*
403,Eyre Peninsula,AGFERTTYPEAHAAOF_F,Fertiliser - Fertiliser use - All other fertilisers - Area applied to (ha),"32,458",^,8,*
403,Eyre Peninsula,AGFERTTYPEATOOTH_F,Fertiliser - Fertiliser use - All other fertilisers - Weight applied (t),686,^,8,*
403,Eyre Peninsula,LMFCROPAHANIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Area fertilised (ha),"20,862",*,np,
403,Eyre Peninsula,LMFCROPATONIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Weight applied (t),"1,227",*,np,
403,Eyre Peninsula,LMFCROPALTNIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Volume applied (L),np,,np,
403,Eyre Peninsula,LMFCROPAHAOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Area fertilised (ha),"556,876",,386,
403,Eyre Peninsula,LMFCROPATOOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Weight applied (t),"49,261",^,358,
403,Eyre Peninsula,LMFCROPALTOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Volume applied (L),"637,705",*,28,*
404,Kangaroo Island,AGLANDTOTLAHA_F,Area of holding (ha) (a),"167,523",,202,
404,Kangaroo Island,AGNONPRODAHA_F,Land use - Land not used for agricultural production - Total area (ha),"31,571",,174,
404,Kangaroo Island,AGNONPROD_AHACON_F,Land use - Land set aside for conservation/protection purposes - Area (ha) (b),"25,855",,136,
404,Kangaroo Island,AGNONPROD_AHAOTH_F,Land use - Other areas not used for agricultural production - Area (ha) (c),"5,716",,151,
404,Kangaroo Island,AGPRODAGLAHA_F,Land use - Land mainly used for agricultural production - Total area (ha),"134,248",,195,
404,Kangaroo Island,AGPROD_AHACRP_F,Land use - Land mainly used for crops - Area (ha) (d),"15,572",,79,^
404,Kangaroo Island,AGLANDGRAZEHA_F,Land use - Land mainly used for grazing - Total area (ha) (e),"117,070",,189,
404,Kangaroo Island,AGPROD_AHAGRI_F,Land use - Land mainly used for grazing - Grazing on improved pastures - Area (ha),"107,928",,177,
404,Kangaroo Island,AGPROD_AHAGRO_F,Land use - Land mainly used for grazing - Grazing on other land - Area (ha) (f),"9,142",*,33,^
404,Kangaroo Island,AGPROD_AHACRGR_D,Land use - Land mainly used for cropping and improved pastures - Total area (ha),"123,500",,192,
404,Kangaroo Island,AGPROD_AHAFOR_F,Land use - Land mainly used for forestry - Total area (ha),"1,589",,17,
404,Kangaroo Island,AGPRODFORPLAAHA_F,Land use - Land mainly used for forestry - Plantation forest - Area (ha),39,**,4,**
404,Kangaroo Island,AGPRODFORNATAHA_F,Land use - Land mainly used for forestry - Native forest - Area (ha),"1,550",*,13,**
404,Kangaroo Island,AGPROD_AHAOTH_F,Land use - Land mainly used for other agricultural purposes - Area (ha) (g),17,*,2,^
404,Kangaroo Island,AGLANDLSAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land sold (ha),np,,np,
404,Kangaroo Island,AGLANDLLVAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land leased out or vacated (ha),"1,387",*,5,^
404,Kangaroo Island,AGLANDSOLDHA_F,Agricultural land vacated - Land sold during the reference period - Total area (ha),np,,np,
404,Kangaroo Island,AGLANDLEAVACHA_F,Agricultural land vacated - Land leased out or vacated during the reference period - Total area (ha),"1,387",*,5,^
404,Kangaroo Island,LMPAST100ANPAHA_F,Pasture management - Area 100 percent annual pasture - Area (ha),"25,837",^,49,^
404,Kangaroo Island,LMPASTANNPERAHA_F,Pasture management - Area mix of annual and perennial pasture - Area (ha),"28,049",^,56,^
404,Kangaroo Island,LMPAST100PERAHA_F,Pasture management - Area 100 percent perennial pasture - Area (ha),"1,020",^,6,^
404,Kangaroo Island,LMLANDCRPPAS_F,Crop and pasture management - Pasture and crop land cultivated - Total area cultivated (ha),"15,331",^,85,^
404,Kangaroo Island,LMPASTCULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Total area cultivated - Area (ha) (a),"2,797",,44,
404,Kangaroo Island,LMPASTNOCULPAAHA_F,Crop and pasture management - Pasture land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"2,095",*,31,*
404,Kangaroo Island,LMPAST1CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - One cultivation - Area (ha),392,^,7,^
404,Kangaroo Island,LMPAST2CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Two cultivations - Area (ha),310,*,8,*
404,Kangaroo Island,LMPASTCULTCRAHA_F,Crop and pasture management - Crop land cultivated - Total area cultivated - Area (ha) (a),"12,534",,69,
404,Kangaroo Island,LMPASTNOCULCRAHA_F,Crop and pasture management - Crop land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"11,070",,42,^
404,Kangaroo Island,LMPAST1CULCRAHA_F,Crop and pasture management - Crop land cultivated - One cultivation - Area (ha),860,^,18,*
404,Kangaroo Island,LMPAST2CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Two cultivations - Area (ha),488,*,10,**
404,Kangaroo Island,LMPAST3CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Three or more cultivations - Area (ha),116,,3,^
404,Kangaroo Island,LMCULTNUMAHA0_F,Crop and pasture management - Pasture and crop land cultivated - No cultivation (apart from sowing or planting) - Total area (ha),"13,165",^,53,^
404,Kangaroo Island,LMCULTNUMAHA1_F,Crop and pasture management - Pasture and crop land cultivated - One cultivation - Total area (ha),"1,253",^,22,*
404,Kangaroo Island,LMCULTNUMAHA2_F,Crop and pasture management - Pasture and crop land cultivated - Two cultivations - Total area (ha),798,^,17,*
404,Kangaroo Island,LMCULTNUMAHA3_F,Crop and pasture management - Pasture and crop land cultivated - Three or more cultivations - Total area (ha),116,,3,^
404,Kangaroo Island,LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"11,232",,42,^
404,Kangaroo Island,LMCRSTMCMBAHA_F,Crop stubble and/or trash management - Cool-moderate burn - Total area (ha),945,^,10,^
404,Kangaroo Island,LMCRSTMHOBAHA_F,Crop stubble and/or trash management - Hot burn - Total area (ha),54,,2,^
404,Kangaroo Island,LMCRSTMWDRAHA_F,Crop stubble and/or trash management - Windrowed and removed - Total area (ha),77,*,2,*
404,Kangaroo Island,LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"5,893",,7,^
404,Kangaroo Island,LMCRSTMRESAHA_F,Crop stubble and/or trash management - Retained standing - Total area (ha),"1,181",*,4,^
404,Kangaroo Island,LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"3,082",^,28,^
404,Kangaroo Island,LMCROPSOWU6AHA_F,Crop management - Crop land sown to pasture for less than six months of the year (ha),917,*,17,*
404,Kangaroo Island,LMCRROTAHALT6_F,Crop management - Crop land sown to pasture for six months or more of the year (ha),"1,929",*,15,^
404,Kangaroo Island,LMINTCROPNEW_F,Crop management - Intercropping practices - Total area (ha),316,*,5,^
404,Kangaroo Island,LMINTCROPAHACO_F,Crop management - Intercropping practices - Cover cropping - Area (ha),37,*,1,*
404,Kangaroo Island,LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),279,*,4,^
404,Kangaroo Island,LMSOILENHAHA_F,Soil management - Soil enhancer use - All soil enhancers - Area applied to (ha),np,,np,
404,Kangaroo Island,LMSOILENHATO_F,Soil management - Soil enhancer use - All soil enhancers - Weight applied (t),np,,np,
404,Kangaroo Island,LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,,np,
404,Kangaroo Island,LMSOILENHAHACO_F,Soil management - Soil enhancer use - Compost - Area applied to (ha),np,,np,
